text,true_intent,predicted_intent
I transferred some money but I think it has gotten lost somewhere.,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient
How long does a UK transfer take?,balance_not_updated_after_bank_transfer,transfer_timing
I made a transfer and am still waiting.,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient
I had cash transferred but the balance did not change.,balance_not_updated_after_bank_transfer,balance_not_updated_after_cheque_or_cash_deposit
I transferred some money but it is yet to arrive.,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient
Why don't I have my transfer?,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient
How long until my transfer will be available to me,balance_not_updated_after_bank_transfer,transfer_timing
My transfer is pending.,balance_not_updated_after_bank_transfer,pending_transfer
I need to cancel my card that got stolen a little while ago. Someone has already taken some money out and I don't want them to take anymore. Can you please do that?,cash_withdrawal_not_recognised,lost_or_stolen_card
How do I cancel my card? There are charges on my account that I didn't make.,cash_withdrawal_not_recognised,card_payment_not_recognised
whats your exchange rate,exchange_charge,exchange_rate
Where do I find the exchange rate?,exchange_charge,exchange_rate
What is the base amount for cross-currency exchanges?,exchange_charge,exchange_rate
i was charged when i used a us issued card. why and what cards are free to use to add money,top_up_by_card_charge,card_payment_fee_charged
Any hidden fees associated with the international card if money is added?,top_up_by_card_charge,card_payment_fee_charged
Is it okay to use a bank card to top up,top_up_by_card_charge,topping_up_by_card
Can I top up using an international card,top_up_by_card_charge,topping_up_by_card
Is there a way my new card can be renewed?,activate_my_card,card_about_to_expire
WHAT CAN I DO AFTER THE CARD MISSING,activate_my_card,lost_or_stolen_card
Why did I get a fee?,cash_withdrawal_charge,card_payment_fee_charged
"When I got cash, I'm pretty sure there was a glitch that overcharged me.",cash_withdrawal_charge,wrong_exchange_rate_for_cash_withdrawal
"I will need to get a new card soon, how do I order?",card_about_to_expire,order_physical_card
How can I verify my indentity?,verify_my_identity,unable_to_verify_identity
Do you support the EU?,country_support,supported_cards_and_currencies
"I would like to receive and use the card in Europe, is that possible?",country_support,card_acceptance
